EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), APRIL 2010
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://eca.knmi.nl

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SD   : daily snow depth in 1 cm
23-27 Q_SD : quality code for SD (0='valid'; 1='suspect'; 9='missing')

This is the series of NETHERLANDS, PUTTEN (GLD) (source-ID: 101992)
See file source.txt for more info.



 SOUID,    DATE,   SD, Q_SD
101992,19210109,-9999,    9
101992,19210110,-9999,    9
101992,19210111,-9999,    9
101992,19210112,-9999,    9
101992,19210113,-9999,    9
101992,19210114,-9999,    9
101992,19210115,-9999,    9
101992,19210116,-9999,    9
101992,19210117,-9999,    9
101992,19210118,-9999,    9
101992,19210119,-9999,    9
101992,19210120,-9999,    9
101992,19210121,-9999,    9
101992,19210122,-9999,    9
101992,19210123,-9999,    9
101992,19210124,-9999,    9
101992,19210125,-9999,    9
101992,19210126,-9999,    9
101992,19210127,-9999,    9
101992,19210128,-9999,    9
101992,19210129,-9999,    9
101992,19210130,-9999,    9
101992,19210131,-9999,    9
101992,19210201,-9999,    9
101992,19210202,-9999,    9
101992,19210203,-9999,    9
101992,19210204,-9999,    9
101992,19210205,-9999,    9
101992,19210206,-9999,    9
101992,19210207,-9999,    9
101992,19210208,-9999,    9
101992,19210209,-9999,    9
101992,19210210,-9999,    9
101992,19210211,-9999,    9
101992,19210212,-9999,    9
101992,19210213,-9999,    9
101992,19210214,-9999,    9
101992,19210215,-9999,    9
101992,19210216,-9999,    9
101992,19210217,-9999,    9
101992,19210218,-9999,    9
101992,19210219,-9999,    9
101992,19210220,-9999,    9
101992,19210221,-9999,    9
101992,19210222,-9999,    9
101992,19210223,-9999,    9
101992,19210224,-9999,    9
101992,19210225,-9999,    9
101992,19210226,-9999,    9
101992,19210227,-9999,    9
101992,19210228,-9999,    9
101992,19210301,-9999,    9
101992,19210302,-9999,    9
101992,19210303,-9999,    9
101992,19210304,-9999,    9
101992,19210305,-9999,    9
101992,19210306,-9999,    9
101992,19210307,-9999,    9
101992,19210308,-9999,    9
101992,19210309,-9999,    9
101992,19210310,-9999,    9
101992,19210311,-9999,    9
101992,19210312,-9999,    9
101992,19210313,-9999,    9
101992,19210314,-9999,    9
101992,19210315,-9999,    9
101992,19210316,-9999,    9
101992,19210317,-9999,    9
101992,19210318,-9999,    9
101992,19210319,-9999,    9
101992,19210320,-9999,    9
101992,19210321,-9999,    9
101992,19210322,-9999,    9
101992,19210323,-9999,    9
101992,19210324,-9999,    9
101992,19210325,-9999,    9
101992,19210326,-9999,    9
101992,19210327,-9999,    9
101992,19210328,-9999,    9
101992,19210329,-9999,    9
101992,19210330,-9999,    9
101992,19210331,-9999,    9
101992,19210401,-9999,    9
101992,19210402,-9999,    9
101992,19210403,-9999,    9
101992,19210404,-9999,    9
101992,19210405,-9999,    9
101992,19210406,-9999,    9
101992,19210407,-9999,    9
101992,19210408,-9999,    9
101992,19210409,-9999,    9
101992,19210410,-9999,    9
101992,19210411,-9999,    9
101992,19210412,-9999,    9
101992,19210413,-9999,    9
101992,19210414,-9999,    9
101992,19210415,-9999,    9
101992,19210416,-9999,    9
101992,19210417,-9999,    9
101992,19210418,-9999,    9
101992,19210419,-9999,    9
101992,19210420,-9999,    9
101992,19210421,-9999,    9
101992,19210422,-9999,    9
101992,19210423,-9999,    9
101992,19210424,-9999,    9
101992,19210425,-9999,    9
101992,19210426,-9999,    9
101992,19210427,-9999,    9
101992,19210428,-9999,    9
101992,19210429,-9999,    9
101992,19210430,-9999,    9
101992,19210501,-9999,    9
101992,19210502,-9999,    9
101992,19210503,-9999,    9
101992,19210504,-9999,    9
101992,19210505,-9999,    9
101992,19210506,-9999,    9
101992,19210507,-9999,    9
101992,19210508,-9999,    9
101992,19210509,-9999,    9
101992,19210510,-9999,    9
101992,19210511,-9999,    9
101992,19210512,-9999,    9
101992,19210513,-9999,    9
101992,19210514,-9999,    9
101992,19210515,-9999,    9
101992,19210516,-9999,    9
101992,19210517,-9999,    9
101992,19210518,-9999,    9
101992,19210519,-9999,    9
101992,19210520,-9999,    9
101992,19210521,-9999,    9
101992,19210522,-9999,    9
101992,19210523,-9999,    9
101992,19210524,-9999,    9
101992,19210525,-9999,    9
101992,19210526,-9999,    9
101992,19210527,-9999,    9
101992,19210528,-9999,    9
101992,19210529,-9999,    9
101992,19210530,-9999,    9
101992,19210531,-9999,    9
101992,19210601,-9999,    9
101992,19210602,-9999,    9
101992,19210603,-9999,    9
101992,19210604,-9999,    9
101992,19210605,-9999,    9
101992,19210606,-9999,    9
101992,19210607,-9999,    9
101992,19210608,-9999,    9
101992,19210609,-9999,    9
101992,19210610,-9999,    9
101992,19210611,-9999,    9
101992,19210612,-9999,    9
101992,19210613,-9999,    9
101992,19210614,-9999,    9
101992,19210615,-9999,    9
101992,19210616,-9999,    9
101992,19210617,-9999,    9
101992,19210618,-9999,    9
101992,19210619,-9999,    9
101992,19210620,-9999,    9
101992,19210621,-9999,    9
101992,19210622,-9999,    9
101992,19210623,-9999,    9
101992,19210624,-9999,    9
101992,19210625,-9999,    9
101992,19210626,-9999,    9
101992,19210627,-9999,    9
101992,19210628,-9999,    9
101992,19210629,-9999,    9
101992,19210630,-9999,    9
101992,19210701,-9999,    9
101992,19210702,-9999,    9
101992,19210703,-9999,    9
101992,19210704,-9999,    9
101992,19210705,-9999,    9
101992,19210706,-9999,    9
101992,19210707,-9999,    9
101992,19210708,-9999,    9
101992,19210709,-9999,    9
101992,19210710,-9999,    9
101992,19210711,-9999,    9
101992,19210712,-9999,    9
101992,19210713,-9999,    9
101992,19210714,-9999,    9
101992,19210715,-9999,    9
101992,19210716,-9999,    9
101992,19210717,-9999,    9
101992,19210718,-9999,    9
101992,19210719,-9999,    9
101992,19210720,-9999,    9
101992,19210721,-9999,    9
101992,19210722,-9999,    9
101992,19210723,-9999,    9
101992,19210724,-9999,    9
101992,19210725,-9999,    9
101992,19210726,-9999,    9
101992,19210727,-9999,    9
101992,19210728,-9999,    9
101992,19210729,-9999,    9
101992,19210730,-9999,    9
101992,19210731,-9999,    9
101992,19210801,-9999,    9
101992,19210802,-9999,    9
101992,19210803,-9999,    9
101992,19210804,-9999,    9
101992,19210805,-9999,    9
101992,19210806,-9999,    9
101992,19210807,-9999,    9
101992,19210808,-9999,    9
101992,19210809,-9999,    9
101992,19210810,-9999,    9
101992,19210811,-9999,    9
101992,19210812,-9999,    9
101992,19210813,-9999,    9
101992,19210814,-9999,    9
101992,19210815,-9999,    9
101992,19210816,-9999,    9
101992,19210817,-9999,    9
101992,19210818,-9999,    9
101992,19210819,-9999,    9
101992,19210820,-9999,    9
101992,19210821,-9999,    9
101992,19210822,-9999,    9
101992,19210823,-9999,    9
101992,19210824,-9999,    9
101992,19210825,-9999,    9
101992,19210826,-9999,    9
101992,19210827,-9999,    9
101992,19210828,-9999,    9
101992,19210829,-9999,    9
101992,19210830,-9999,    9
101992,19210831,-9999,    9
101992,19210901,-9999,    9
101992,19210902,-9999,    9
101992,19210903,-9999,    9
101992,19210904,-9999,    9
101992,19210905,-9999,    9
101992,19210906,-9999,    9
101992,19210907,-9999,    9
101992,19210908,-9999,    9
101992,19210909,-9999,    9
101992,19210910,-9999,    9
101992,19210911,-9999,    9
101992,19210912,-9999,    9
101992,19210913,-9999,    9
101992,19210914,-9999,    9
101992,19210915,-9999,    9
101992,19210916,-9999,    9
101992,19210917,-9999,    9
101992,19210918,-9999,    9
101992,19210919,-9999,    9
101992,19210920,-9999,    9
101992,19210921,-9999,    9
101992,19210922,-9999,    9
101992,19210923,-9999,    9
101992,19210924,-9999,    9
101992,19210925,-9999,    9
101992,19210926,-9999,    9
101992,19210927,-9999,    9
101992,19210928,-9999,    9
101992,19210929,-9999,    9
101992,19210930,-9999,    9
101992,19211001,-9999,    9
101992,19211002,-9999,    9
101992,19211003,-9999,    9
101992,19211004,-9999,    9
101992,19211005,-9999,    9
101992,19211006,-9999,    9
101992,19211007,-9999,    9
101992,19211008,-9999,    9
101992,19211009,-9999,    9
101992,19211010,-9999,    9
101992,19211011,-9999,    9
101992,19211012,-9999,    9
101992,19211013,-9999,    9
101992,19211014,-9999,    9
101992,19211015,-9999,    9
101992,19211016,-9999,    9
101992,19211017,-9999,    9
101992,19211018,-9999,    9
101992,19211019,-9999,    9
101992,19211020,-9999,    9
101992,19211021,-9999,    9
101992,19211022,-9999,    9
101992,19211023,-9999,    9
101992,19211024,-9999,    9
101992,19211025,-9999,    9
101992,19211026,-9999,    9
101992,19211027,-9999,    9
101992,19211028,-9999,    9
101992,19211029,-9999,    9
101992,19211030,-9999,    9
101992,19211031,-9999,    9
101992,19211101,-9999,    9
101992,19211102,-9999,    9
101992,19211103,-9999,    9
101992,19211104,-9999,    9
101992,19211105,-9999,    9
101992,19211106,-9999,    9
101992,19211107,-9999,    9
101992,19211108,-9999,    9
101992,19211109,-9999,    9
101992,19211110,-9999,    9
101992,19211111,-9999,    9
101992,19211112,-9999,    9
101992,19211113,-9999,    9
101992,19211114,-9999,    9
101992,19211115,-9999,    9
101992,19211116,-9999,    9
101992,19211117,-9999,    9
101992,19211118,-9999,    9
101992,19211119,-9999,    9
101992,19211120,-9999,    9
101992,19211121,-9999,    9
101992,19211122,-9999,    9
101992,19211123,-9999,    9
101992,19211124,-9999,    9
101992,19211125,-9999,    9
101992,19211126,-9999,    9
101992,19211127,-9999,    9
101992,19211128,-9999,    9
101992,19211129,-9999,    9
101992,19211130,-9999,    9
101992,19211201,-9999,    9
101992,19211202,-9999,    9
101992,19211203,-9999,    9
101992,19211204,-9999,    9
101992,19211205,-9999,    9
101992,19211206,-9999,    9
101992,19211207,-9999,    9
101992,19211208,-9999,    9
101992,19211209,-9999,    9
101992,19211210,-9999,    9
101992,19211211,-9999,    9
101992,19211212,-9999,    9
101992,19211213,-9999,    9
101992,19211214,-9999,    9
101992,19211215,-9999,    9
101992,19211216,-9999,    9
101992,19211217,-9999,    9
101992,19211218,-9999,    9
101992,19211219,-9999,    9
101992,19211220,-9999,    9
101992,19211221,-9999,    9
101992,19211222,-9999,    9
101992,19211223,-9999,    9
101992,19211224,-9999,    9
101992,19211225,-9999,    9
101992,19211226,-9999,    9
101992,19211227,-9999,    9
101992,19211228,-9999,    9
101992,19211229,-9999,    9
101992,19211230,-9999,    9
101992,19211231,-9999,    9
101992,19220101,-9999,    9
101992,19220102,-9999,    9
101992,19220103,-9999,    9
101992,19220104,-9999,    9
101992,19220105,-9999,    9
101992,19220106,-9999,    9
101992,19220107,-9999,    9
101992,19220108,-9999,    9
101992,19220109,-9999,    9
101992,19220110,-9999,    9
101992,19220111,-9999,    9
101992,19220112,-9999,    9
101992,19220113,-9999,    9
101992,19220114,-9999,    9
101992,19220115,-9999,    9
101992,19220116,-9999,    9
101992,19220117,-9999,    9
101992,19220118,-9999,    9
101992,19220119,-9999,    9
101992,19220120,-9999,    9
101992,19220121,-9999,    9
101992,19220122,-9999,    9
101992,19220123,-9999,    9
101992,19220124,-9999,    9
101992,19220125,-9999,    9
101992,19220126,-9999,    9
101992,19220127,-9999,    9
101992,19220128,-9999,    9
101992,19220129,-9999,    9
101992,19220130,-9999,    9
101992,19220131,-9999,    9
101992,19220201,-9999,    9
101992,19220202,-9999,    9
101992,19220203,-9999,    9
101992,19220204,-9999,    9
101992,19220205,-9999,    9
101992,19220206,-9999,    9
101992,19220207,-9999,    9
101992,19220208,-9999,    9
101992,19220209,-9999,    9
101992,19220210,-9999,    9
101992,19220211,-9999,    9
101992,19220212,-9999,    9
101992,19220213,-9999,    9
101992,19220214,-9999,    9
101992,19220215,-9999,    9
101992,19220216,-9999,    9
101992,19220217,-9999,    9
101992,19220218,-9999,    9
101992,19220219,-9999,    9
101992,19220220,-9999,    9
101992,19220221,-9999,    9
101992,19220222,-9999,    9
101992,19220223,-9999,    9
101992,19220224,-9999,    9
101992,19220225,-9999,    9
101992,19220226,-9999,    9
101992,19220227,-9999,    9
101992,19220228,-9999,    9
101992,19220301,-9999,    9
101992,19220302,-9999,    9
101992,19220303,-9999,    9
101992,19220304,-9999,    9
101992,19220305,-9999,    9
101992,19220306,-9999,    9
101992,19220307,-9999,    9
101992,19220308,-9999,    9
101992,19220309,-9999,    9
101992,19220310,-9999,    9
101992,19220311,-9999,    9
101992,19220312,-9999,    9
101992,19220313,-9999,    9
101992,19220314,-9999,    9
101992,19220315,-9999,    9
101992,19220316,-9999,    9
101992,19220317,-9999,    9
101992,19220318,-9999,    9
101992,19220319,-9999,    9
101992,19220320,-9999,    9
101992,19220321,-9999,    9
101992,19220322,-9999,    9
101992,19220323,-9999,    9
101992,19220324,-9999,    9
101992,19220325,-9999,    9
101992,19220326,-9999,    9
101992,19220327,-9999,    9
101992,19220328,-9999,    9
101992,19220329,-9999,    9
101992,19220330,-9999,    9
101992,19220331,-9999,    9
101992,19220401,-9999,    9
101992,19220402,-9999,    9
101992,19220403,-9999,    9
101992,19220404,-9999,    9
101992,19220405,-9999,    9
101992,19220406,-9999,    9
101992,19220407,-9999,    9
101992,19220408,-9999,    9
101992,19220409,-9999,    9
101992,19220410,-9999,    9
101992,19220411,-9999,    9
101992,19220412,-9999,    9
101992,19220413,-9999,    9
101992,19220414,-9999,    9
101992,19220415,-9999,    9
101992,19220416,-9999,    9
101992,19220417,-9999,    9
101992,19220418,-9999,    9
101992,19220419,-9999,    9
101992,19220420,-9999,    9
101992,19220421,-9999,    9
101992,19220422,-9999,    9
101992,19220423,-9999,    9
101992,19220424,-9999,    9
101992,19220425,-9999,    9
101992,19220426,-9999,    9
101992,19220427,-9999,    9
101992,19220428,-9999,    9
101992,19220429,-9999,    9
101992,19220430,-9999,    9
101992,19220501,-9999,    9
101992,19220502,-9999,    9
101992,19220503,-9999,    9
101992,19220504,-9999,    9
101992,19220505,-9999,    9
101992,19220506,-9999,    9
101992,19220507,-9999,    9
101992,19220508,-9999,    9
101992,19220509,-9999,    9
101992,19220510,-9999,    9
101992,19220511,-9999,    9
101992,19220512,-9999,    9
101992,19220513,-9999,    9
101992,19220514,-9999,    9
101992,19220515,-9999,    9
101992,19220516,-9999,    9
101992,19220517,-9999,    9
101992,19220518,-9999,    9
101992,19220519,-9999,    9
101992,19220520,-9999,    9
101992,19220521,-9999,    9
101992,19220522,-9999,    9
101992,19220523,-9999,    9
101992,19220524,-9999,    9
101992,19220525,-9999,    9
101992,19220526,-9999,    9
101992,19220527,-9999,    9
101992,19220528,-9999,    9
101992,19220529,-9999,    9
101992,19220530,-9999,    9
101992,19220531,-9999,    9
101992,19220601,-9999,    9
101992,19220602,-9999,    9
101992,19220603,-9999,    9
101992,19220604,-9999,    9
101992,19220605,-9999,    9
101992,19220606,-9999,    9
101992,19220607,-9999,    9
101992,19220608,-9999,    9
101992,19220609,-9999,    9
101992,19220610,-9999,    9
101992,19220611,-9999,    9
101992,19220612,-9999,    9
101992,19220613,-9999,    9
101992,19220614,-9999,    9
101992,19220615,-9999,    9
101992,19220616,-9999,    9
101992,19220617,-9999,    9
101992,19220618,-9999,    9
101992,19220619,-9999,    9
101992,19220620,-9999,    9
101992,19220621,-9999,    9
101992,19220622,-9999,    9
101992,19220623,-9999,    9
101992,19220624,-9999,    9
101992,19220625,-9999,    9
101992,19220626,-9999,    9
101992,19220627,-9999,    9
101992,19220628,-9999,    9
101992,19220629,-9999,    9
101992,19220630,-9999,    9
101992,19220701,-9999,    9
101992,19220702,-9999,    9
101992,19220703,-9999,    9
101992,19220704,-9999,    9
101992,19220705,-9999,    9
101992,19220706,-9999,    9
101992,19220707,-9999,    9
101992,19220708,-9999,    9
101992,19220709,-9999,    9
101992,19220710,-9999,    9
101992,19220711,-9999,    9
101992,19220712,-9999,    9
101992,19220713,-9999,    9
101992,19220714,-9999,    9
101992,19220715,-9999,    9
101992,19220716,-9999,    9
101992,19220717,-9999,    9
101992,19220718,-9999,    9
101992,19220719,-9999,    9
101992,19220720,-9999,    9
101992,19220721,-9999,    9
101992,19220722,-9999,    9
101992,19220723,-9999,    9
101992,19220724,-9999,    9
101992,19220725,-9999,    9
101992,19220726,-9999,    9
101992,19220727,-9999,    9
101992,19220728,-9999,    9
101992,19220729,-9999,    9
101992,19220730,-9999,    9
101992,19220731,-9999,    9
101992,19220801,-9999,    9
101992,19220802,-9999,    9
101992,19220803,-9999,    9
101992,19220804,-9999,    9
101992,19220805,-9999,    9
101992,19220806,-9999,    9
101992,19220807,-9999,    9
101992,19220808,-9999,    9
101992,19220809,-9999,    9
101992,19220810,-9999,    9
101992,19220811,-9999,    9
101992,19220812,-9999,    9
101992,19220813,-9999,    9
101992,19220814,-9999,    9
101992,19220815,-9999,    9
101992,19220816,-9999,    9
101992,19220817,-9999,    9
101992,19220818,-9999,    9
101992,19220819,-9999,    9
101992,19220820,-9999,    9
101992,19220821,-9999,    9
101992,19220822,-9999,    9
101992,19220823,-9999,    9
101992,19220824,-9999,    9
101992,19220825,-9999,    9
101992,19220826,-9999,    9
101992,19220827,-9999,    9
101992,19220828,-9999,    9
101992,19220829,-9999,    9
101992,19220830,-9999,    9
101992,19220831,-9999,    9
101992,19220901,-9999,    9
101992,19220902,-9999,    9
101992,19220903,-9999,    9
101992,19220904,-9999,    9
101992,19220905,-9999,    9
101992,19220906,-9999,    9
101992,19220907,-9999,    9
101992,19220908,-9999,    9
101992,19220909,-9999,    9
101992,19220910,-9999,    9
101992,19220911,-9999,    9
101992,19220912,-9999,    9
101992,19220913,-9999,    9
101992,19220914,-9999,    9
101992,19220915,-9999,    9
101992,19220916,-9999,    9
101992,19220917,-9999,    9
101992,19220918,-9999,    9
101992,19220919,-9999,    9
101992,19220920,-9999,    9
101992,19220921,-9999,    9
101992,19220922,-9999,    9
101992,19220923,-9999,    9
101992,19220924,-9999,    9
101992,19220925,-9999,    9
101992,19220926,-9999,    9
101992,19220927,-9999,    9
101992,19220928,-9999,    9
101992,19220929,-9999,    9
101992,19220930,-9999,    9
101992,19221001,-9999,    9
101992,19221002,-9999,    9
101992,19221003,-9999,    9
101992,19221004,-9999,    9
101992,19221005,-9999,    9
101992,19221006,-9999,    9
101992,19221007,-9999,    9
101992,19221008,-9999,    9
101992,19221009,-9999,    9
101992,19221010,-9999,    9
101992,19221011,-9999,    9
101992,19221012,-9999,    9
101992,19221013,-9999,    9
101992,19221014,-9999,    9
101992,19221015,-9999,    9
101992,19221016,-9999,    9
101992,19221017,-9999,    9
101992,19221018,-9999,    9
101992,19221019,-9999,    9
101992,19221020,-9999,    9
101992,19221021,-9999,    9
101992,19221022,-9999,    9
101992,19221023,-9999,    9
101992,19221024,-9999,    9
101992,19221025,-9999,    9
101992,19221026,-9999,    9
101992,19221027,-9999,    9
101992,19221028,-9999,    9
101992,19221029,-9999,    9
101992,19221030,-9999,    9
101992,19221031,-9999,    9
101992,19221101,-9999,    9
101992,19221102,-9999,    9
101992,19221103,-9999,    9
101992,19221104,-9999,    9
101992,19221105,-9999,    9
101992,19221106,-9999,    9
101992,19221107,-9999,    9
101992,19221108,-9999,    9
101992,19221109,-9999,    9
101992,19221110,-9999,    9
101992,19221111,-9999,    9
101992,19221112,-9999,    9
101992,19221113,-9999,    9
101992,19221114,-9999,    9
101992,19221115,-9999,    9
101992,19221116,-9999,    9
101992,19221117,-9999,    9
101992,19221118,-9999,    9
101992,19221119,-9999,    9
101992,19221120,-9999,    9
101992,19221121,-9999,    9
101992,19221122,-9999,    9
101992,19221123,-9999,    9
101992,19221124,-9999,    9
101992,19221125,-9999,    9
101992,19221126,-9999,    9
101992,19221127,-9999,    9
101992,19221128,-9999,    9
101992,19221129,-9999,    9
101992,19221130,-9999,    9
101992,19221201,-9999,    9
101992,19221202,-9999,    9
101992,19221203,-9999,    9
101992,19221204,-9999,    9
101992,19221205,-9999,    9
101992,19221206,-9999,    9
101992,19221207,-9999,    9
101992,19221208,-9999,    9
101992,19221209,-9999,    9
101992,19221210,-9999,    9
101992,19221211,-9999,    9
101992,19221212,-9999,    9
101992,19221213,-9999,    9
101992,19221214,-9999,    9
101992,19221215,-9999,    9
101992,19221216,-9999,    9
101992,19221217,-9999,    9
101992,19221218,-9999,    9
101992,19221219,-9999,    9
101992,19221220,-9999,    9
101992,19221221,-9999,    9
101992,19221222,-9999,    9
101992,19221223,-9999,    9
101992,19221224,-9999,    9
101992,19221225,-9999,    9
101992,19221226,-9999,    9
101992,19221227,-9999,    9
101992,19221228,-9999,    9
101992,19221229,-9999,    9
101992,19221230,-9999,    9
101992,19221231,-9999,    9
101992,19230101,-9999,    9
101992,19230102,-9999,    9
101992,19230103,-9999,    9
101992,19230104,-9999,    9
101992,19230105,-9999,    9
101992,19230106,-9999,    9
101992,19230107,-9999,    9
101992,19230108,-9999,    9
101992,19230109,-9999,    9
101992,19230110,-9999,    9
101992,19230111,-9999,    9
101992,19230112,-9999,    9
101992,19230113,-9999,    9
101992,19230114,-9999,    9
101992,19230115,-9999,    9
101992,19230116,-9999,    9
101992,19230117,-9999,    9
101992,19230118,-9999,    9
101992,19230119,-9999,    9
101992,19230120,-9999,    9
101992,19230121,-9999,    9
101992,19230122,-9999,    9
101992,19230123,-9999,    9
101992,19230124,-9999,    9
101992,19230125,-9999,    9
101992,19230126,-9999,    9
101992,19230127,-9999,    9
101992,19230128,-9999,    9
101992,19230129,-9999,    9
101992,19230130,-9999,    9
101992,19230131,-9999,    9
101992,19230201,-9999,    9
101992,19230202,-9999,    9
101992,19230203,-9999,    9
101992,19230204,-9999,    9
101992,19230205,-9999,    9
101992,19230206,-9999,    9
101992,19230207,-9999,    9
101992,19230208,-9999,    9
101992,19230209,-9999,    9
101992,19230210,-9999,    9
101992,19230211,-9999,    9
101992,19230212,-9999,    9
101992,19230213,-9999,    9
101992,19230214,-9999,    9
101992,19230215,-9999,    9
101992,19230216,-9999,    9
101992,19230217,-9999,    9
101992,19230218,-9999,    9
101992,19230219,-9999,    9
101992,19230220,-9999,    9
101992,19230221,-9999,    9
101992,19230222,-9999,    9
101992,19230223,-9999,    9
101992,19230224,-9999,    9
101992,19230225,-9999,    9
101992,19230226,-9999,    9
101992,19230227,-9999,    9
101992,19230228,-9999,    9
101992,19230301,-9999,    9
101992,19230302,-9999,    9
101992,19230303,-9999,    9
101992,19230304,-9999,    9
101992,19230305,-9999,    9
101992,19230306,-9999,    9
101992,19230307,-9999,    9
101992,19230308,-9999,    9
101992,19230309,-9999,    9
101992,19230310,-9999,    9
101992,19230311,-9999,    9
101992,19230312,-9999,    9
101992,19230313,-9999,    9
101992,19230314,-9999,    9
101992,19230315,-9999,    9
101992,19230316,-9999,    9
101992,19230317,-9999,    9
101992,19230318,-9999,    9
101992,19230319,-9999,    9
101992,19230320,-9999,    9
101992,19230321,-9999,    9
101992,19230322,-9999,    9
101992,19230323,-9999,    9
101992,19230324,-9999,    9
101992,19230325,-9999,    9
101992,19230326,-9999,    9
101992,19230327,-9999,    9
101992,19230328,-9999,    9
101992,19230329,-9999,    9
101992,19230330,-9999,    9
101992,19230331,-9999,    9
101992,19230401,-9999,    9
101992,19230402,-9999,    9
101992,19230403,-9999,    9
101992,19230404,-9999,    9
101992,19230405,-9999,    9
101992,19230406,-9999,    9
101992,19230407,-9999,    9
101992,19230408,-9999,    9
101992,19230409,-9999,    9
101992,19230410,-9999,    9
101992,19230411,-9999,    9
101992,19230412,-9999,    9
101992,19230413,-9999,    9
101992,19230414,-9999,    9
101992,19230415,-9999,    9
101992,19230416,-9999,    9
101992,19230417,-9999,    9
101992,19230418,-9999,    9
101992,19230419,-9999,    9
101992,19230420,-9999,    9
101992,19230421,-9999,    9
101992,19230422,-9999,    9
101992,19230423,-9999,    9
101992,19230424,-9999,    9
101992,19230425,-9999,    9
101992,19230426,-9999,    9
101992,19230427,-9999,    9
101992,19230428,-9999,    9
101992,19230429,-9999,    9
101992,19230430,-9999,    9
101992,19230501,-9999,    9
101992,19230502,-9999,    9
101992,19230503,-9999,    9
101992,19230504,-9999,    9
101992,19230505,-9999,    9
101992,19230506,-9999,    9
101992,19230507,-9999,    9
101992,19230508,-9999,    9
101992,19230509,-9999,    9
101992,19230510,-9999,    9
101992,19230511,-9999,    9
101992,19230512,-9999,    9
101992,19230513,-9999,    9
101992,19230514,-9999,    9
101992,19230515,-9999,    9
101992,19230516,-9999,    9
101992,19230517,-9999,    9
101992,19230518,-9999,    9
101992,19230519,-9999,    9
101992,19230520,-9999,    9
101992,19230521,-9999,    9
101992,19230522,-9999,    9
101992,19230523,-9999,    9
101992,19230524,-9999,    9
101992,19230525,-9999,    9
101992,19230526,-9999,    9
101992,19230527,-9999,    9
101992,19230528,-9999,    9
101992,19230529,-9999,    9
101992,19230530,-9999,    9
101992,19230531,-9999,    9
101992,19230601,-9999,    9
101992,19230602,-9999,    9
101992,19230603,-9999,    9
101992,19230604,-9999,    9
101992,19230605,-9999,    9
101992,19230606,-9999,    9
101992,19230607,-9999,    9
101992,19230608,-9999,    9
101992,19230609,-9999,    9
101992,19230610,-9999,    9
101992,19230611,-9999,    9
101992,19230612,-9999,    9
101992,19230613,-9999,    9
101992,19230614,-9999,    9
101992,19230615,-9999,    9
101992,19230616,-9999,    9
101992,19230617,-9999,    9
101992,19230618,-9999,    9
101992,19230619,-9999,    9
101992,19230620,-9999,    9
101992,19230621,-9999,    9
101992,19230622,-9999,    9
101992,19230623,-9999,    9
101992,19230624,-9999,    9
101992,19230625,-9999,    9
101992,19230626,-9999,    9
101992,19230627,-9999,    9
101992,19230628,-9999,    9
101992,19230629,-9999,    9
101992,19230630,-9999,    9
101992,19230701,-9999,    9
101992,19230702,-9999,    9
101992,19230703,-9999,    9
101992,19230704,-9999,    9
101992,19230705,-9999,    9
101992,19230706,-9999,    9
101992,19230707,-9999,    9
101992,19230708,-9999,    9
101992,19230709,-9999,    9
101992,19230710,-9999,    9
101992,19230711,-9999,    9
101992,19230712,-9999,    9
101992,19230713,-9999,    9
101992,19230714,-9999,    9
101992,19230715,-9999,    9
101992,19230716,-9999,    9
101992,19230717,-9999,    9
101992,19230718,-9999,    9
101992,19230719,-9999,    9
101992,19230720,-9999,    9
101992,19230721,-9999,    9
101992,19230722,-9999,    9
101992,19230723,-9999,    9
101992,19230724,-9999,    9
101992,19230725,-9999,    9
101992,19230726,-9999,    9
101992,19230727,-9999,    9
101992,19230728,-9999,    9
101992,19230729,-9999,    9
101992,19230730,-9999,    9
101992,19230731,-9999,    9
101992,19230801,-9999,    9
101992,19230802,-9999,    9
101992,19230803,-9999,    9
101992,19230804,-9999,    9
101992,19230805,-9999,    9
101992,19230806,-9999,    9
101992,19230807,-9999,    9
101992,19230808,-9999,    9
101992,19230809,-9999,    9
101992,19230810,-9999,    9
101992,19230811,-9999,    9
101992,19230812,-9999,    9
101992,19230813,-9999,    9
101992,19230814,-9999,    9
101992,19230815,-9999,    9
101992,19230816,-9999,    9
101992,19230817,-9999,    9
101992,19230818,-9999,    9
101992,19230819,-9999,    9
101992,19230820,-9999,    9
101992,19230821,-9999,    9
101992,19230822,-9999,    9
101992,19230823,-9999,    9
101992,19230824,-9999,    9
101992,19230825,-9999,    9
101992,19230826,-9999,    9
101992,19230827,-9999,    9
101992,19230828,-9999,    9
101992,19230829,-9999,    9
101992,19230830,-9999,    9
101992,19230831,-9999,    9
101992,19230901,-9999,    9
101992,19230902,-9999,    9
101992,19230903,-9999,    9
101992,19230904,-9999,    9
101992,19230905,-9999,    9
101992,19230906,-9999,    9
101992,19230907,-9999,    9
